OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"Yahoo電子商務客服(購物中心&超級商城)(0512線上徵才)",全職,06,客服／門市,060102,客戶服務人員,5,額滿為止,"◎#141.YAHOO雅虎超級商城&購物中心電話及信件服務，提供客戶商品售前諮詢、出貨、退貨、換貨、維修、帳務等相關協助2.電話服務一般客戶及客訴案件，安撫客戶情緒並依訴求協助處理3.信件編修回覆客戶詢問內容，提供直覺及有效率的回應4.對於工作流程能給予回饋，提升整體工作品質※提供完整教育訓練課程訓練內容包含整個系統前後台的操作介面、相關產品知識與客戶服務的溝通技巧我們期待負責任，學習意願強，善與團隊相處的人才一起合作~提供早、午餐及點心吧，優惠咖啡吧讓工作中的您活力滿滿",台北市南港區,無,日班,月薪,30000,35000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=6115&HIRE_ID=11147011","網訊電通股份有限公司",20220509
"北投博物館營運部-北溫館企劃美編資深專員",全職,05,廣告／公關／設計,050301,美術、商業設計師,1,20220930,"1.北溫館社群平台(FB、IG)內容企劃、圖文生產素材製作。2.業務相關平面設計、印刷製作(具完稿能力)、館內活動展覽企劃協作。3.文創品及推廣品之設計開發、陳列規劃、商品管理。4.館內企劃活動執行、行政庶務等其他交辦事項。",台北市北投區,3年以上,日班,月薪,39000,41000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=451596&HIRE_ID=11220185","財團法人台北市文化基金會",20220531
"【士林區】健康中心臨時人員",全職,01,經營／行政／總務,010206,行政助理,10,額滿為止,"1.居家隔離者/確診者民眾關懷服務2.接觸者匡列以及通知3.快篩試劑發放以及配送4.協助預防接種資料之建置及開立5.臨時交辦事項符合資格者，將由用人機關進行聯繫辦理後續面試等事宜報名方式：(請勿電洽或親洽，合者通知面試時間)一、紙本郵寄：110臺北市信義區市府路1號2樓東南區  臺北市政府衛生局人事室 蘇治瑋先生 1999(外縣市請撥02-27208889)轉7146二、電子郵寄：motosquall@health.gov.tw三、其他：至台北就業大補帖【https://www.okwork.taipei/ESO/報名/招募活動/ 選「臺北市衛生局及所屬健康中心增聘臨時人員」】",台北市士林區,1年以上,日班,時薪,230,230,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152365&HIRE_ID=11144431","臺北市政府產業發展局等(衛生局、公燈處、環保局)",20220429
"Sales Staff",全職,02,業務／貿易／銷售,020102,業務人員,1,額滿為止,"College graduate， able to speak English fluently and write English well， and have more than 1 year experience in sales or international trade.◎ 應徵時請註明：應徵AL(Advance Level)或EL(Entry Level)。AL：已有5-8年經驗者。起薪範圍面議(4萬元以上)。EL：沒有經驗或需受培訓者。起薪範圍在30，000~35，000元。1. 應徵時請同時附上中、英文履歷表與自傳。2. 應徵方式：請參考台灣就業通網站上，本公司之公司介紹頁面，內有「應徵方式」說明 。",台北市信義區,1年以上,日班,月薪,30000,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=761560&HIRE_ID=11151561","俊華電子企業股份有限公司",20220601
"（北昌營造）成控助理／專員(此為線上就業博覽會)",全職,04,財務／金融／保險,040104,主辦及成本會計,2,20220615,"1.具有成本掌控經驗、細心、謹慎並熟電腦操作。2.具有估算經驗。3.有工地實務經驗佳、願意學習。4.根據工程的規劃要求，協助估算工程所需工程量並估算所需費用。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中正區,2年以上,日班,月薪,35000,45000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=99241&HIRE_ID=11165139","皇翔建設股份有限公司",20220504
"內湖區捷運車站 清潔維護人(0607小徵)",全職,19,清潔／家事／托育(保母),190104,環境清潔工,6,20220801,"1.負責日常清潔保養工作。2.執行其它清潔相關交辦事項。3.員工須配合督導安排輪班、調班及調站事宜【111.06.07(二)14:00~16:00南港東明站微型徵才活動】",台北市內湖區,無,輪班三班制,時薪,168,168,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=918779&HIRE_ID=11223635","皓群企業有限公司",20220601
"櫃台客服專員",全職,06,客服／門市,060102,客戶服務人員,1,20220718,"按照客服作業流程 提供客戶服務，並維護良好客戶關係。1.兒童美語課程內容解說及業務招生。2.接待家長及學員服務。3.另有季績效獎金",台北市士林區,1年以上,日班、輪班二班制、中班,月薪,27000,30000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2446881&HIRE_ID=11196497","科見文教資訊股份有限公司附設臺北市私立科見文理短期補習班",20220518
"消防工程師(此為線上就業博覽會)",全職,18,保全／軍警消,180202,消防專業人員,20,20220615,"1.安裝維修消防設備器材施作2.設備維護保養3.協助小型案場施工管理4.協助案場證件流程5.主管交辦事項111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,日班,月薪,30000,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2327443&HIRE_ID=11167695","禾康消防股份有限公司",20220505
"外場服務夥伴（兼職）無經驗可(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,15,20220615,"1.迎賓帶位、菜單介紹、協助點餐與商品銷售服務。 2.跑單、擺盤、送餐及聯繫內外場服務。 3.於客人用餐完畢後，負責收拾碗盤與清理環境。 4.協助進行簡易餐飲料理，如：調配飲料、製作甜點等。5.桌邊服務、結帳及POS機收銀等服務。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,2年以上,輪班二班制,時薪,168,180,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1067892&HIRE_ID=11175045","米塔食品有限公司",20220509
"《台灣珍有福Joyfull-台北內湖店》平假日晚班(內/外場)兼職服務人員",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,19,20220705,"** 星期六、日時薪＋20元** ** 免費提供口罩、提供酒精消毒外場工作內容： 1.佈置及清理餐桌 2.為顧客帶位或安排座位 3.將菜單遞交顧客，答覆有關餐飲問題，必要時提供建議 4.記錄顧客所點菜餚，並通知廚房或內場做餐送餐 5.上菜並提供有關用餐的服務 6.負責結帳收銀工作 內場工作內容： 1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。 2.測量食材的容量與重量。 3.烹飪餐點。 4.協助器具洗滌及廚房檯面整理的工作。 ** 上班時間 17:00~22:00 (需平假日皆可配合排班)** 補助員工餐 ** 提供員工制服 ** 提供完整的職前教育訓練 ** 提供健全的升遷制度 ** 國定假日時薪兩倍 ** 員工介紹獎金:兼職人員1000元(任職滿三個月，無曠職紀錄) ** 滿半年享特休假",台北市內湖區,無,部份工時：17時00分至22時00分,時薪,168,185,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2328815&HIRE_ID=11167105","台灣珍有福餐飲股份有限公司",20220509
"廚工【111/5/26~111/7/24 職場學習及再適應計畫】",全職,16,旅遊／餐飲／休閒,160206,廚師助理,1,20220724,"準備素食餐點與點心(早上各班加開水、早上洗切水果、煮中餐加早上/下午點心，以上要送到各班教室)、煮(備)開水、採買(水果、中餐、點心用料等)、廚房環境、冰箱整理與廁所環境維護等【111/5/26~111/7/24 職場學習及再適應計畫】",台北市北投區,1年以上,日班,月薪,25250,26000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2445531&HIRE_ID=11216755","臺北市私立一德幼兒園",20220530
"《6/16艋舺站小徵》門市儲備幹部",全職,01,經營／行政／總務,010105,儲備幹部,10,20220616,"1.接待、引導顧客入座、介紹菜單、點餐收銀、桌邊服務、收盤清理2.全方位工作技能-外場服務、內場餐點製作、出餐管理、確認餐點品質3.顧客關係經營4.維持門市整潔★三個月通過考核發展為技術職幹部或管理職幹部★【6/16(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,30200,32200,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=3416&HIRE_ID=11221243","爭鮮股份有限公司",20220601
"【安穩僱用】副研究員(產品應用)",全職,07,工程／研發／生技,070207,生物科技研發人員,2,20220630,"1. Corum 原料:安定性測試/ Corum 新原料:應用面的開發2. 儀器操作: HPLC3. 原料功效驗證4. 開發創新配方 / 業務要求樣品製作5. 例行性全球展示用樣品製作6. 文書處理: 定期工作報告7. 翻譯文件: 產品資料8. 業務教育訓練，9. 產品特性簡報10. 收集市場訊息: 新商品，新趨勢11. 協同業務(或國外供應商)拜訪客戶12. 維護實驗室整齊清潔13.職缺條件:(1) 化學/化妝品應用相關科系畢者佳。(2) 會化學分析、具有日用化妝品打樣經驗者優。(3) 具備配方設計能力。(4) 英文閱讀與翻譯能力佳。(5) 積極主動、應變能力佳、口齒清晰。(6) 熟 HPLC 儀器操作。",台北市內湖區,1年以上,日班,月薪,38000,45000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=474083&HIRE_ID=10769749","新鈺生技股份有限公司",20220503
"電商出貨工讀生",兼職,22,其他職類,220101,兼職人員,2,20221231,"網購助理、產品包裝出貨以及倉庫理貨等事宜",台北市中山區,無,日班、部份工時：09時00分至18時00分,時薪,180,230,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2414885&HIRE_ID=10945415","錦沛科技有限公司",20220126
"系統分析師（保險產業資訊）(此為線上就業博覽會)",全職,07,工程／研發／生技,070109,通訊系統工程師,3,20220615,"1.可獨立作業及與團隊合作，工作態度積極、負責，能配合公司規定。2.需要駐點於客戶端服務。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,2年以上,日班,月薪,40000,60000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93745&HIRE_ID=11218207","華經資訊企業股份有限公司",20220530
"客務部櫃檯接待（台北喜來登）(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160104,櫃檯服務人員,2,20220615,"1.住房退房接待及手續辦理2.諮詢服務及顧客關係處理3.客房房帳處理111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中正區,1年內,日班、夜班、輪班三班制、中班,月薪,29000,34000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=116707&HIRE_ID=11164507","寒舍餐旅管理顧問股份有限公司",20220504
"（派駐）台灣大哥大｜門市人員",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,30,20220719,"1.電信業務申辦處理2.相關業務推廣",新北市不限,無,日班、中班,月薪,27000,,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=17656&HIRE_ID=11199641","華卡企業股份有限公司",20220519
"社區清潔員",全職,19,清潔／家事／托育(保母),190104,環境清潔工,2,20220624,"1.負責社區公共區域日常清潔、資源回收整理及垃圾處理。2.執行其它清潔相關工作。3.外部區域整體環境清潔維護。",台北市南港區,無,日班,月薪,25250,28000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1111477&HIRE_ID=11146013","城市環保科技清潔社",20220425
"儲備幹部(此為線上就業博覽會)",全職,01,經營／行政／總務,010105,儲備幹部,3,20220615,"111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei1.完成營運目標2.營運管理與顧客服務3.工作站執行與督導4.人員管理與教育訓練5.行政庶務與系統作業6.需配合輪班、外派輪調",台北市不限,3年以上,日班,月薪,36000,40000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2225375&HIRE_ID=11203017","捷利國際餐飲股份有限公司",20220520
"會計專員(銷收及應收帳款類)",全職,04,財務／金融／保險,040104,主辦及成本會計,1,額滿為止,"1.核對每日營業收入及相關帳務處理， 彙整編製會計傳票。2.對應營業收入之成本結算及編製相關核算報表。3.編製結帳作業相關之各項檢查報表、差異分析及管理明細表。4.營業稅、營所稅等各項相關稅務作業。5.熟悉稅法及各類所得申報扣繳作業 。6.配合會計師查帳、盤點及提供相關資料、報表。7.其他主管交辦事項。8.具ERP系統操作經驗者佳。",台北市松山區,2年以上,日班,月薪,35000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1070444&HIRE_ID=11163017","金革國際唱片股份有限公司",20220504
"業務助理",全職,02,業務／貿易／銷售,020103,業務助理,1,20220802,"1. 負責一般文書資料處理及歸檔工作。2. 發票整理建檔及開立發票寄送。3. 設備耗材盤點紀錄。4. 接聽電話並記錄。5. 負責簡單零用金管理。6. 網頁及平台文案更新。7. 負責外出送件、物件寄送及簡易銀行業務處理。8. 設備耗材盤點紀錄。9. 協助訂購餐點。10. 負責辦公室環境與設備之清潔與維護。11. 主管交辦事項。",台北市中山區,無,日班,月薪,27000,31000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2449581&HIRE_ID=11224773","佳迪恩環保科技有限公司",20220602
"內場_PT_廚務人員",兼職,16,旅遊／餐飲／休閒,160206,廚師助理,2,20220712,"1.餐前食材準備2.餐點製作。3.每日盤點叫貨。4.確保所負責類別的食品均符合衛生管理的規定。5.維持與確保冷凍庫及其他地區的衛生及清潔標準。 6.配合度與溝通能力佳。",台北市南港區,1年以上,部份工時：09時00分至23時00分,時薪,175,185,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2410547&HIRE_ID=11183583","軒饌廚坊股份有限公司",20220512
"【新茶飲品牌】 正職夥伴",全職,16,旅遊／餐飲／休閒,160206,廚師助理,5,20220723,"◎ #13【工作內容】1、各種產品製作。2、講解產品特色並依據顧客喜好做銷售。3、親切的櫃台結帳服務，包括現金、發票等相關事務。4、肩負食安大使的責任，負責工作器具、設備及環境的清潔維護。5、協助備料，定期盤點食材。6、店務事務。",台北市南港區,3年以上,日班、輪班二班制、中班,月薪,30900,33900,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=406082&HIRE_ID=11204501","聯發國際餐飲事業股份有限公司",20220523
"【挑戰高薪】台北餐廳店家開發業務",全職,02,業務／貿易／銷售,020302,電話行銷人員,3,20220630,"透過電話聯繫方式，直接與目標客戶互動，以達到商品或服務之銷售工作。",台北市大安區,無,日班,月薪,30000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2243361&HIRE_ID=10987745","夠麻吉股份有限公司",20220215
"台銀保金主管司機-需有職業小型車駕照(急徵)",全職,15,物流／運輸／資材,150103,小客(貨)車司機,1,20220802,"意著請電話予約！請務必要有「職業小客車駕照」再來電予約面試工作內容：1.公家行程接送，公務彈性機動時間出勤2.維持座車內外之美觀與清潔，行車進行安全檢查3.依當日行程安排路線，遵守交通規則",台北市中正區,1年內,日班,月薪,29800,,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=766490&HIRE_ID=11225897","創日企業有限公司",20220602
"廣告文案編輯",全職,05,廣告／公關／設計,050102,廣告公關文案撰稿員,1,額滿為止,"社群廣告文案撰寫、規劃廣告策略及文案撰寫。",台北市中山區,3年以上,日班,月薪,30000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2464013&HIRE_ID=11123163","百軒廣告有限公司",20220414
"財務助理會計",全職,04,財務／金融／保險,040108,會計助理,1,額滿為止,"1、	薪資計算2、	傳票輸入3、	收款核對。 4、	課程活動結算。 5、	方案核銷。6、	帳務協助。7、	主管交辦事項。附加條件：*具溝通協調能力、認真負責、主動積極*穩定性高。",台北市中正區,5年以上,日班,月薪,30000,32000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=579707&HIRE_ID=11206345","財團法人旭立文教基金會",20220524
"清潔員(木柵路)",全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,1,20220711,"社區中庭 大廳 電梯 梯廳 樓層梯間清掃 維護 資源回收處理社區清潔環境維護(上班時間依案場不同)1.新店區北宜路- 社區清潔人員-工作時間:08:00-17:00 ",台北市文山區,無,日班,月薪,25250,26000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=55040&HIRE_ID=11182639","康盛保全股份有限公司",20220511
"客服收銀專員【信義站6/23(四)14:00-16:00現場徵才活動】",全職,06,客服／門市,060202,賣場（人員／儲備幹部）,10,20220624,"1.迎賓、顧客服務與諮詢2.貨品運送安排、退換貨服務、預約商品立單 3.維護收銀區域與機台清潔 4.負責面銷換購商品與結帳收銀業務5.有大賣場或連鎖店相關客戶服務經驗者尤佳，無經驗亦可培訓。具備服務熱忱、態度正面、常保微笑。【信義站6/23(四)14:00-16:00現場徵才活動】",台北市不限,無,輪班二班制,月薪,27000,35000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153071&HIRE_ID=11216395","特力屋股份有限公司",20220530
"影音編輯企劃人員（總公司）",全職,05,廣告／公關／設計,050312,多媒體/動畫設計人員,2,20220612,"◎#20● 具企劃與整合能力，擅多窗口溝通、邏輯清晰、應變能力佳。● 透過影音企劃能力傳遞品牌核心、服務價值，發想並撰寫腳本提案● 支援公司內部影音需求、平面拍攝。● 可發想多形式的影音類型，例如形象影片、網路短片、商業影片、社群影片。● 從企劃、拍攝執行與剪輯可獨立作業。● 具畫面美感。● 拍攝案例窗口與控場作業，進行影音及採訪溝通。● 官網與相關平台維運及更新。● 時常跟進趨勢，並適當加入創新想法。● 針對品牌發想具討論度的題材，並產出腳本。● 熟悉數位影音媒體產業與脈動。● 支援內部行政事務● 完成主管交辦事項",台北市中山區,3年以上,日班,月薪,35000,40000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=45202&HIRE_ID=11116165","三商美福室內裝修股份有限公司",20220412
"照顧服務員",全職,17,醫療／美容／保健,170113,照顧服務員,4,20220611,"到宅沐浴車服務",台北市不限,無,日班,月薪,32000,32000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2372175&HIRE_ID=11113861","愛志旺股份有限公司附設台北市私立愛志旺居家式服務類長期照顧服務機構",20220411
"服務員（此為線上就業博覽會）",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,20220615,"１１１年５月１日～６月１５日「ＯＫＷＯＲＫ‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至　１１１年６月１５日止洽詢電話：０２－２３３８－０２７７想要知道更多活動資訊詳情請查詢 www.okwork.taipei餐飲服務",台北市信義區,無,輪班二班制,月薪,27000,32000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1165891&HIRE_ID=11167597","寒舍國際酒店股份有限公司",20220505
"正職餐飲服務人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,額滿為止,"備料理貨、學習烹炸、製作餐點、外送服務、櫃台點餐",台北市不限,無,日班、夜班、輪班三班制、中班,月薪,30000,42000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2463975&HIRE_ID=11113355","元樂維實業社",20220411
"儲備幹部(中正區)■無經驗可「此為線上就業博覽會」",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20220615,"1.專業咖啡店內外場調理製作。2.收銀管理。3.商品銷售服務。4.門市營運管理。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中正區,無,輪班二班制,月薪,27000,32000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=188260&HIRE_ID=11190293","優味企業股份有限公司",20220516
"研發工程師-3",全職,07,工程／研發／生技,070203,產品研發工程師,2,額滿為止,"1. 負責系統開發、前端程式撰寫與維護2. 依照需求進行軟體撰寫、測試及修改3. 軟硬體及其他系統周邊裝置的處理及維護4. 產品整合測試及調整5. 其他交辦事項※具備跨領域學習能力、主動積極、團隊合作能力、良好溝通能力尤佳",台北市南港區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,碩士,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2442315&HIRE_ID=11171607","矽基分子電測科技股份有限公司",20220523
"【美廉社】 儲備區督導→(此為線上就業博覽會)",全職,06,客服／門市,060205,連鎖店管理人員,5,20220615,"1.管理約13~15家門市。2.分配人員，指導工作方法，並考核其績效。3追蹤各營運績效管理目標。 4.善於溝通，數字觀念清楚，抗壓性強。5執行各項公司政策。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,3年以上,日班,月薪,36000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2330241&HIRE_ID=11195165","三商家購股份有限公司",20220517
"台北101店店員((此為線上招募媒合會))",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20220615,"【外場】:顧客接待與服務、餐點介紹與銷售、甜點飲品製作、櫃台結帳、環境維護等。【內場】:食材處理、餐點製作、食材控管、環境維護等。▲採內外場輪調學習。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢www.okwork.taipei",台北市信義區,無,輪班二班制,月薪,35000,,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1128127&HIRE_ID=11180017","台灣一風堂股份有限公司",20220511
"餐飲服務人員－瑞典美食區（兼職） ■無經驗可(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20220615,"1.協助顧客點餐、打菜、結帳。2.現場整潔維護、備品補充及盤點整貨。3.遵守食品安全規則，製備餐點。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",新北市新店區,無,輪班二班制,時薪,173,173,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151935&HIRE_ID=11213105","宜家家居股份有限公司",20220526
"禪風茶樓- 計時夥伴",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20220717,"1. 顧客接待、引導、餐點介紹、點餐、走餐、桌邊服務  2. 餐具擺設、環境維護等餐飲服務3. 櫃台出納4. 洗滌、清潔實務歡迎正向樂觀有想法的夥伴加入我們1.曾服務中式餐飲、桌菜服務經驗尤佳。2.對餐飲業具備熱情、有夢想，樂觀喜愛分享助人者。公司網站：https://www.gooddeedstw.com/禪風茶樓FB：https://www.facebook.com/ZenTeaRestaurant/",台北市中山區,無,日班、輪班二班制、中班,時薪,175,185,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2370547&HIRE_ID=11194281","善菓餐飲國際股份有限公司",20220517
"銷售人員（兼職） ■無經驗可(此為線上就業博覽會)",全職,02,業務／貿易／銷售,020102,業務人員,10,20220615,"1.負責產品介紹、諮詢、銷售及賣場維護。2.協助顧客訂單、取貨、搬貨。3.現場家具家飾品組裝。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",新北市新店區,無,輪班二班制,時薪,168,168,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151935&HIRE_ID=11213191","宜家家居股份有限公司",20220526
"產品行銷及內容企劃人員_個人金融部 ■無經驗可「此為線上就業博覽會」",全職,02,業務／貿易／銷售,020102,業務人員,1,20220615,"1.金融商品行銷企劃2.數位通路內容管理3.廣告及社群活動企劃╱執行4.客群經營及客戶溝通111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中山區,無,日班,月薪,50000,,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2419623&HIRE_ID=11199985","樂天國際商業銀行股份有限公司",20220519
"水電領班",全職,11,營建／製圖／施作,110302,水電配線技術員,1,20220706,"在工地現場帶領工作",台北市士林區,5年以上,日班,月薪,50000,60000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1160603&HIRE_ID=11170725","龍杰工程有限公司",20220506
"業務人員",全職,02,業務／貿易／銷售,020102,業務人員,3,20220702,"1.開發客戶。2.維持建立與客戶良好關西。",台北市中山區,1年內,日班,月薪,28000,30000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2465993&HIRE_ID=11158255","可樂國際租賃有限公司",20220502
"現場系統工程師",全職,07,工程／研發／生技,070214,電子產品系統工程師,1,20220703,"1. 廣播系統相關機器設備組裝、測試、包裝出貨等作業。2. 至交貨現場組裝測試，確認系統效能，保持系統正常運作並進行除錯。 記錄客戶各系統維護及異動的相關資訊。3. 負責軟、硬體及其他系統周邊裝置的安裝及維修。4. 建立使用手冊及程序，並對使用者進行教育訓練。5. 其他主管交辦事項6. 具備基礎電學原理及相關組裝測試經驗者尤佳。7. 擅長與客戶溝通尤佳。產品系統之研究設計及技術指導、裝設、驗證等工作。，",台北市內湖區,3年以上,日班,月薪,35000,45000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=66236&HIRE_ID=11160387","旭儀科技有限公司",20220503
